,OpenPorchSF,x0_Y,x3_No,GarageArea,YearRemodAdd,TotRmsAbvGrd,x4_SBrkr,x1_2fmCon,x9_BrkTil,x2_2Story,x3_Gd,x9_PConc,x6_CulDSac,x2_1.5Fin,LotFrontage_median,WoodDeckSF,x6_Inside,isNew,x1_Twnhs,FullBath,x5_Grav,LotArea,x12_MnPrv,HalfBath,x12_GdWo,firstFlrSF,x3_Av,hasGarage,Fireplaces,x4_FuseF,BsmtFullBath
131,40.0,1.0,1.0,373.0,11,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,70.0,0.0,1.0,False,0.0,2,0.0,10364.0,0.0,1,0.0,806.0,0.0,True,1.0,0.0,0
133,0.0,1.0,1.0,480.0,45,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,1.0,False,0.0,1,0.0,8500.0,0.0,0,1.0,1235.0,0.0,True,0.0,0.0,0
134,68.0,1.0,1.0,500.0,4,8.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,72.0,144.0,1.0,True,0.0,2,0.0,11317.0,0.0,1,0.0,840.0,0.0,True,0.0,0.0,0
135,0.0,0.0,1.0,0.0,58,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,1.0,False,0.0,1,0.0,3636.0,1.0,0,0.0,796.0,0.0,False,0.0,0.0,0
136,90.0,1.0,1.0,528.0,31,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.0,273.6,1.0,False,0.0,1,0.0,4224.0,1.0,1,0.0,1142.0,0.0,True,1.0,0.0,1
137,112.0,1.0,1.0,453.0,1,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62.0,38.0,1.0,True,0.0,2,0.0,7500.0,0.0,0,0.0,1266.0,0.0,True,1.0,0.0,0
138,60.0,1.0,1.0,440.0,33,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,1.0,False,0.0,2,0.0,4928.0,0.0,0,0.0,958.0,0.0,True,0.0,0.0,0
139,56.0,1.0,1.0,673.0,5,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,64.0,216.0,1.0,True,0.0,2,0.0,8791.0,0.0,1,0.0,864.0,0.0,True,0.0,0.0,0
140,0.0,0.0,1.0,400.0,58,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,70.0,0.0,1.0,False,0.0,2,0.0,12155.0,0.0,0,0.0,810.0,0.0,True,0.0,0.0,0
141,0.0,1.0,1.0,225.0,56,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,False,0.0,1,0.0,8850.0,0.0,0,0.0,815.0,0.0,True,1.0,0.0,0
142,36.0,1.0,1.0,299.0,41,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.0,273.6,0.0,False,0.0,1,0.0,9364.0,1.0,1,0.0,663.0,0.0,True,0.0,0.0,0
143,56.0,1.0,0.0,728.05,0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83.0,0.0,1.0,True,0.0,2,0.0,9849.0,0.0,0,0.0,1689.0,1.0,True,0.0,0.0,0
144,0.0,1.0,1.0,288.0,58,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,70.0,0.0,1.0,False,0.0,1,0.0,5700.0,0.0,0,0.0,572.0,0.0,True,1.0,0.0,0
145,0.0,1.0,0.0,420.0,4,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70.0,149.0,1.0,True,0.0,1,0.0,4426.0,0.0,0,0.0,848.0,1.0,True,1.0,0.0,1
146,65.0,1.0,1.0,297.0,11,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,False,0.0,1,0.0,7200.0,1.0,1,0.0,803.0,0.0,True,0.0,0.0,0
147,0.0,1.0,1.0,384.0,43,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,1.0,False,0.0,1,0.0,11200.0,0.0,0,0.0,1040.0,0.0,True,0.0,0.0,1
148,112.0,1.0,1.0,728.05,0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,74.0,210.0,1.0,True,0.0,2,0.0,9612.0,0.0,0,0.0,1468.0,0.0,True,1.0,0.0,0
149,26.0,1.0,0.0,728.05,4,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,76.0,0.0,1.0,True,0.0,2,0.0,9591.0,0.0,0,0.0,1692.3000000000002,1.0,True,1.0,0.0,1
150,104.0,1.0,1.0,462.0,18,8.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,70.0,273.6,1.0,False,0.0,2,0.0,11218.0,0.0,1,0.0,1055.0,0.0,True,1.0,0.0,0
151,112.0,1.0,1.0,728.05,1,8.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,72.0,0.0,0.0,True,0.0,2,0.0,10463.0,0.0,1,0.0,901.0,0.0,True,1.0,0.0,0
153,0.0,1.0,1.0,288.0,12,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,1.0,False,0.0,1,0.0,6993.0,0.0,0,0.0,1236.0,0.0,True,1.0,0.0,0
154,112.0,1.0,0.0,728.05,10,8.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,82.0,0.0,1.0,False,0.0,2,0.0,9430.0,0.0,1,0.0,1268.0,0.0,True,1.0,0.0,1
155,0.0,1.0,1.0,480.0,53,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,False,0.0,1,0.0,9855.0,1.0,0,0.0,1689.0,0.0,True,1.0,0.0,0
156,0.0,1.0,1.0,461.0,50,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,1.0,False,0.0,1,0.0,9300.0,0.0,0,0.0,1264.0,0.0,True,1.6,0.0,1
158,112.0,1.0,0.0,728.05,1,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.0,0.0,1.0,True,0.0,2,0.0,11096.0,0.0,0,0.0,1656.0,1.0,True,0.0,0.0,0
160,48.0,1.0,1.0,462.0,8,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,29.599999999999998,0.0,1.0,False,1.0,2,0.0,2160.0,0.0,1,0.0,624.0,0.0,True,0.0,0.0,1
161,0.0,1.0,0.0,600.0,37,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,215.0,1.0,False,0.0,1,0.0,7200.0,0.0,0,0.0,894.0,1.0,True,0.0,0.0,0
162,22.0,1.0,1.0,308.0,57,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,1.0,False,0.0,1,0.0,8263.0,1.0,0,0.0,1012.0,0.0,True,1.0,0.0,0
163,0.0,1.0,1.0,248.0,53,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.0,0.0,1.0,False,0.0,1,0.0,10215.0,0.0,0,0.0,948.0,0.0,True,0.0,0.0,0
164,35.0,1.0,0.0,484.0,0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.0,192.0,1.0,True,0.0,2,0.0,6371.0,0.0,0,0.0,1358.0,0.0,True,1.0,0.0,1
165,0.0,1.0,1.0,576.0,44,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.4,0.0,1.0,False,0.0,2,0.0,10175.0,0.0,0,0.0,1425.0,0.0,True,1.0,0.0,0
166,100.0,1.0,1.0,656.0,3,8.2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,90.4,104.0,1.0,True,0.0,2,0.0,11999.0,0.0,1,0.0,1234.0,0.0,True,1.0,0.0,0
168,111.0,1.0,1.0,318.0,40,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,False,0.0,2,0.0,10355.0,0.0,0,0.0,1214.0,0.0,True,1.0,0.0,0
170,70.0,1.0,0.0,701.0,18,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90.0,84.0,0.0,False,0.0,2,0.0,13923.6,0.0,0,0.0,1692.3000000000002,0.0,True,1.0,0.0,0
171,0.0,1.0,1.0,528.0,4,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,55.0,1.0,False,0.0,2,0.0,11040.0,0.0,0,0.0,1258.0,0.0,True,0.0,0.0,0
173,83.0,1.0,1.0,473.0,31,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,238.0,1.0,False,0.0,2,0.0,10125.0,1.0,0,0.0,1279.0,0.0,True,1.6,0.0,0
174,0.0,1.0,0.0,712.0,0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,90.4,0.0,0.0,True,0.0,2,0.0,13923.6,0.0,0,0.0,1692.3000000000002,0.0,True,1.0,0.0,1
175,92.0,1.0,0.0,502.0,9,6.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,85.0,0.0,1.0,False,0.0,2,0.0,9350.0,1.0,0,0.0,1265.0,0.0,True,1.0,0.0,0
176,0.0,0.0,1.0,0.0,46,8.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,False,0.0,2,0.0,8000.0,0.0,0,0.0,1692.3000000000002,0.0,False,0.0,0.0,0
177,0.0,1.0,1.0,282.0,5,8.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,53.0,0.0,1.0,False,0.0,1,0.0,10918.0,1.0,1,0.0,1276.0,0.0,True,1.6,0.0,0
178,75.0,1.0,0.0,728.05,0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,69.0,180.0,1.0,True,0.0,2,0.0,11302.0,0.0,0,0.0,1692.3000000000002,0.0,True,1.0,0.0,1
179,28.0,1.0,0.0,525.0,1,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,35.0,0.0,1.0,True,0.0,1,0.0,3675.0,0.0,0,0.0,1072.0,0.0,True,0.0,0.0,1
180,72.0,1.0,1.0,544.0,7,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0,0.0,1.0,True,0.0,2,0.0,9808.0,0.0,0,0.0,1573.0,0.0,True,0.0,0.0,1
181,102.0,1.0,0.0,728.05,0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,90.4,0.0,1.0,True,0.0,2,0.0,13891.0,0.0,0,0.0,1692.3000000000002,0.0,True,1.0,0.0,1
182,20.0,1.0,1.0,437.0,2,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0,156.0,1.0,True,0.0,2,0.0,3182.0,0.0,0,0.0,1504.0,0.0,True,1.0,0.0,0
183,30.0,1.0,0.0,602.0,31,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70.0,273.6,0.0,False,0.0,1,0.0,9101.0,0.0,0,0.0,1110.0,1.0,True,1.0,0.0,1
184,80.0,1.0,1.0,264.0,2,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,1.0,False,0.0,1,0.0,9600.0,0.0,0,0.0,1113.0,0.0,True,1.0,0.0,0
185,0.0,1.0,0.0,352.0,36,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,196.0,1.0,False,0.0,1,0.0,7200.0,1.0,0,0.0,780.0,1.0,True,0.0,0.0,0
186,0.0,1.0,1.0,281.0,1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,1.0,False,0.0,1,0.0,11409.0,0.0,1,0.0,1148.0,0.0,True,1.0,0.0,0
187,112.0,1.0,1.0,644.0,0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,79.0,0.0,1.0,True,0.0,2,0.0,9541.0,0.0,0,0.0,1502.0,0.0,True,0.0,0.0,0
188,0.0,1.0,0.0,420.0,4,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70.0,149.0,1.0,True,0.0,1,0.0,4438.0,0.0,0,0.0,848.0,1.0,True,1.0,0.0,1
189,0.0,1.0,1.0,720.0,58,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,71.0,0.0,0.0,False,0.0,2,0.0,8520.0,1.0,0,0.0,910.0,0.0,True,0.0,0.0,0
190,90.0,1.0,0.0,270.0,9,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,273.6,1.0,False,0.0,1,0.0,8246.0,1.0,0,0.0,1060.0,0.0,True,1.0,0.0,1
191,112.0,1.0,1.0,480.0,0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,90.4,0.0,0.0,True,0.0,2,0.0,11639.0,0.0,0,0.0,1428.0,0.0,True,0.0,0.0,0
192,42.0,1.0,1.0,384.0,40,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,1.0,False,0.0,1,0.0,8900.0,1.0,0,0.0,1056.0,0.0,True,0.0,0.0,1
193,66.0,1.0,0.0,728.05,0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,90.4,0.0,0.0,True,0.0,2,0.0,12444.0,0.0,0,0.0,1692.3000000000002,1.0,True,1.0,0.0,1
194,63.0,1.0,1.0,420.0,16,6.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,70.0,232.0,0.0,False,0.0,2,0.0,9765.0,0.0,1,0.0,680.0,0.0,True,1.0,0.0,0
195,65.0,1.0,0.0,619.0,22,8.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,False,0.0,2,0.0,11029.0,0.0,1,0.0,1512.0,0.0,True,1.0,0.0,1
196,0.0,1.0,1.0,672.0,50,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,1.0,False,0.0,1,0.0,7931.0,0.0,0,0.0,1148.0,0.0,True,0.0,0.0,1
197,48.0,1.0,1.0,440.0,3,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,62.0,100.0,1.0,True,0.0,2,0.0,8244.0,0.0,1,0.0,840.0,0.0,True,1.0,0.0,0
198,21.0,1.0,1.0,566.0,17,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,273.6,1.0,False,0.0,2,0.0,10800.0,0.0,0,0.0,1096.0,0.0,True,1.0,0.0,0
199,0.0,1.0,1.0,352.0,59,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,0.0,0.0,False,0.0,1,0.0,7015.0,0.0,0,0.0,979.0,0.0,True,1.0,0.0,1
200,45.0,1.0,1.0,728.05,6,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,70.0,0.0,1.0,True,0.0,2,0.0,9240.0,0.0,1,0.0,1055.0,0.0,True,1.0,0.0,0
201,0.0,1.0,1.0,728.05,18,8.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,70.0,0.0,0.0,False,0.0,2,0.0,13837.0,0.0,1,0.0,1377.0,0.0,True,0.0,0.0,0
202,0.0,1.0,1.0,240.0,3,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,52.0,273.6,1.0,False,0.0,1,0.0,9022.0,0.0,0,0.0,792.0,0.0,True,0.0,0.0,0
203,112.0,1.0,1.0,504.0,6,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,90.4,188.0,0.0,False,0.0,2,0.0,11194.0,0.0,1,0.0,1454.0,0.0,True,1.0,0.0,0
204,24.0,1.0,1.0,0.0,49,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,1.0,False,0.0,1,0.0,9000.0,0.0,0,0.0,1006.0,0.0,False,0.0,0.0,0
205,20.0,1.0,0.0,648.0,0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53.0,161.0,1.0,True,0.0,2,0.0,4045.0,0.0,0,0.0,1500.0,1.0,True,1.0,0.0,1
206,0.0,1.0,1.0,440.0,9,6.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,29.599999999999998,0.0,1.0,False,1.0,2,0.0,2280.0,0.0,1,0.0,757.0,0.0,True,0.0,0.0,0
207,112.0,1.0,1.0,434.0,31,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,85.0,209.0,1.0,False,0.0,2,0.0,11475.0,1.0,1,0.0,811.0,0.0,True,1.0,0.0,1
209,0.0,1.0,1.0,216.0,56,8.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,54.0,0.0,1.0,False,0.0,1,0.0,7588.0,0.0,1,0.0,901.0,0.0,True,1.0,0.0,0
211,75.0,1.0,1.0,393.0,3,8.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,63.0,0.0,1.0,True,0.0,2,0.0,7875.0,0.0,1,0.0,807.0,0.0,True,1.0,0.0,0
212,112.0,0.0,1.0,0.0,59,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,1.0,False,0.0,1,0.0,7879.0,0.0,0,1.0,720.0,0.0,False,0.0,0.0,0
213,0.0,1.0,1.0,288.0,42,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,1.0,False,0.0,1,0.0,7150.0,0.0,0,1.0,892.0,0.0,True,0.0,0.0,0
215,112.0,1.0,1.0,264.0,45,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69.0,0.0,1.0,False,0.0,2,0.0,7590.0,0.0,0,0.0,876.0,0.0,True,1.0,0.0,0
216,0.0,1.0,1.0,301.0,49,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,1.0,False,0.0,1,0.0,9750.0,0.0,1,0.0,1442.0,0.0,True,0.0,0.0,0
217,0.0,1.0,1.0,180.0,22,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,1.0,False,0.0,2,0.0,10410.0,1.0,1,0.0,808.0,0.0,True,0.0,0.0,0
218,0.0,1.0,1.0,480.0,50,8.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,False,0.0,2,0.0,11600.0,0.0,0,0.0,1105.0,0.0,True,0.0,0.0,0
219,112.0,1.0,0.0,472.0,19,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.0,168.0,1.0,False,0.0,2,0.0,4671.0,0.0,0,0.0,1228.0,0.0,True,1.0,0.0,1
220,0.0,1.0,1.0,529.0,15,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,0.0,1.0,False,0.0,2,0.0,8012.0,0.0,0,0.0,1575.0,0.0,True,0.0,0.0,1
221,0.0,0.0,1.0,396.0,58,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,1.0,False,0.0,1,0.0,9600.0,0.0,1,0.0,1134.0,0.0,True,1.0,0.0,0
222,36.0,1.0,1.0,300.0,5,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,1.0,False,0.0,1,0.0,13923.6,0.0,0,0.0,1152.0,0.0,True,1.0,0.0,0
223,12.0,1.0,0.0,492.0,5,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90.4,273.6,1.0,False,0.0,2,0.0,12134.0,0.0,0,0.0,1080.0,1.0,True,0.0,0.0,0
224,36.0,1.0,0.0,722.0,0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,89.0,100.0,1.0,True,0.0,2,0.0,10991.0,0.0,0,0.0,1571.0,0.0,True,1.0,0.0,0
225,112.0,1.0,1.0,466.0,14,8.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,80.0,0.0,1.0,False,0.0,2,0.0,9828.0,0.0,1,0.0,1142.0,0.0,True,1.0,0.0,0
226,112.0,1.0,1.0,484.0,14,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,65.0,0.0,1.0,False,0.0,2,0.0,7153.0,0.0,1,0.0,810.0,0.0,True,0.0,0.0,0
227,112.0,1.0,1.0,466.0,0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47.0,0.0,0.0,True,0.0,2,0.0,4230.0,0.0,0,0.0,1352.0,0.0,True,1.0,0.0,0
229,18.0,1.0,0.0,410.0,3,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,63.0,36.0,1.0,True,0.0,2,0.0,8199.0,0.0,1,0.0,728.0,1.0,True,1.0,0.0,1
230,20.0,1.0,0.0,525.0,45,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,192.0,1.0,False,0.0,2,0.0,8700.0,1.0,0,0.0,1128.0,0.0,True,0.0,0.0,1
231,18.0,1.0,0.0,540.0,44,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,1.0,False,0.0,1,0.0,7728.0,0.0,0,1.0,1190.0,1.0,True,0.0,0.0,1
232,38.0,1.0,0.0,418.0,31,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,240.0,1.0,False,0.0,1,0.0,10010.0,0.0,0,0.0,1389.0,1.0,True,1.0,0.0,1
233,0.0,1.0,1.0,342.0,59,8.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,57.0,0.0,1.0,False,0.0,1,0.0,7558.0,0.0,1,0.0,1172.0,0.0,True,1.0,0.0,0
235,4.0,1.0,1.0,205.0,58,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,False,0.0,1,0.0,7420.0,0.0,0,0.0,1077.0,0.0,True,1.6,0.0,1
236,112.0,1.0,0.0,528.0,0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,30.0,0.0,1.0,True,0.0,2,0.0,3000.0,0.0,1,0.0,612.0,1.0,True,0.0,0.0,0
237,0.0,1.0,1.0,312.0,56,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,65.0,0.0,1.0,False,0.0,1,0.0,6435.0,0.0,0,0.0,972.0,0.0,True,1.0,0.0,0
239,85.0,1.0,1.0,304.0,42,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,1.0,False,0.0,1,0.0,8450.0,0.0,0,0.0,1056.0,0.0,True,1.0,0.0,1
240,0.0,0.0,1.0,0.0,42,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,1.0,False,0.0,2,0.0,10778.0,0.0,0,0.0,1692.3000000000002,0.0,False,0.0,0.0,0
241,42.0,1.0,1.0,0.0,10,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,58.0,1.0,False,0.0,1,0.0,3880.0,0.0,0,0.0,866.0,0.0,False,0.0,0.0,0
242,0.0,1.0,1.0,440.0,31,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70.0,243.0,1.0,False,0.0,2,0.0,11184.0,0.0,1,0.0,918.0,0.0,True,1.0,0.0,0
243,0.0,1.0,1.0,294.0,53,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,250.0,1.0,False,0.0,1,0.0,8400.0,0.0,0,0.0,1314.0,0.0,True,0.0,0.0,1
245,0.0,1.0,1.0,462.0,38,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.0,208.0,1.0,False,0.0,2,0.0,10793.0,0.0,1,1.0,780.0,0.0,True,0.0,0.0,0
246,50.0,1.0,1.0,476.0,29,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70.0,0.0,1.0,False,0.0,2,0.0,8400.0,1.0,1,0.0,888.0,0.0,True,1.0,0.0,0
247,36.0,1.0,1.0,528.0,3,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.4,0.0,1.0,False,0.0,1,0.0,12000.0,0.0,0,1.0,1122.0,0.0,True,0.0,0.0,1
248,60.0,0.0,1.0,440.0,56,8.2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,69.0,0.0,1.0,False,0.0,2,0.0,9142.0,0.0,0,0.0,908.0,0.0,True,0.0,0.0,0
249,0.0,1.0,1.0,305.0,16,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,218.0,1.0,False,0.0,1,0.0,7500.0,0.0,1,0.0,1246.0,0.0,True,0.0,0.0,1
250,0.0,1.0,1.0,527.0,7,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70.0,120.0,1.0,True,0.0,2,0.0,7750.0,0.0,1,0.0,779.0,0.0,True,1.0,0.0,1
251,60.0,1.0,1.0,690.0,0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,50.0,144.0,0.0,True,0.0,2,0.0,13923.6,0.0,0,0.0,1670.0,0.0,True,1.0,0.0,0
252,73.0,1.0,0.0,540.0,37,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,1.0,False,0.0,2,0.0,13923.6,0.0,0,0.0,1692.3000000000002,1.0,True,1.0,0.0,1
253,0.0,1.0,1.0,468.0,58,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,51.0,90.0,1.0,False,0.0,2,0.0,6120.0,0.0,0,0.0,1022.0,0.0,True,1.6,1.0,0
254,0.0,1.0,1.0,0.0,48,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51.0,0.0,1.0,False,0.0,1,0.0,5900.0,0.0,0,0.0,869.0,0.0,False,0.0,0.0,0
255,112.0,1.0,1.0,0.0,59,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.4,0.0,0.0,False,0.0,1,0.0,5520.0,1.0,0,0.0,929.0,0.0,False,0.0,0.0,0
256,0.0,1.0,1.0,240.0,26,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,0.0,1.0,False,0.0,1,0.0,9144.0,0.0,0,0.0,988.0,0.0,True,0.0,0.0,1
257,84.0,1.0,1.0,550.0,1,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.0,0.0,1.0,True,0.0,1,0.0,3316.0,0.0,1,0.0,1247.0,0.0,True,1.0,0.0,1
258,63.0,1.0,1.0,542.0,17,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,46.0,273.6,0.0,False,0.0,2,0.0,13923.6,1.0,1,0.0,1236.0,0.0,True,1.0,0.0,0
259,0.0,1.0,1.0,528.0,34,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,1.0,False,0.0,1,0.0,9600.0,0.0,1,0.0,1242.0,0.0,True,1.0,0.0,0
261,0.0,1.0,1.0,288.0,53,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,64.0,0.0,False,0.0,1,0.0,8926.0,1.0,0,0.0,960.0,0.0,True,0.0,0.0,0
262,44.0,1.0,0.0,533.0,13,7.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,80.0,273.6,1.0,False,0.0,2,0.0,13923.6,0.0,1,0.0,1306.0,0.0,True,0.0,0.0,1
263,0.0,1.0,1.0,288.0,5,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,65.0,64.0,1.0,False,0.0,1,0.0,7800.0,1.0,0,0.0,899.0,0.0,True,0.0,0.0,0
