,price,sqm_living,room,baths,toilets,balcony,park_space,parkm,garage,loggia,terrace,sqm_lot,garten,lift,erstbezug,new_bld,old_bld,kitchen,alarm,len_explanation,building_age
270,169000,37,1.0,1,1,0,0,0,0,0,0,37.0,0,1,0,0,1,0,0,2073,121.0
271,363700,62,2.0,1,1,0,0,0,0,0,1,61.8,0,1,0,1,0,0,0,2073,1.0
272,465000,91,3.0,1,1,0,0,0,0,0,1,91.23,0,1,0,0,0,0,0,1487,
273,2095000,165,3.0,2,2,0,0,1,168,0,1,165.36,0,1,1,0,0,0,0,1762,1.0
274,899000,92,3.0,2,2,1,0,1,0,0,1,92.38,0,1,1,1,0,0,0,3834,1.0
275,2490000,159,4.0,3,2,0,0,0,0,0,0,159.0,0,1,1,0,1,0,0,6086,211.0
276,8150000,383,,1,1,0,0,1,1,0,0,382.9,0,1,1,0,1,0,1,1636,
277,739000,73,2.0,1,1,0,0,1,168,1,0,73.18,0,1,1,0,0,0,0,1636,1.0
278,285428,45,1.0,1,1,1,0,0,0,0,1,45.46,0,1,0,0,0,0,0,1420,
279,302727,54,2.0,1,1,0,0,1,1,1,1,54.06,0,1,1,1,0,0,0,4933,1.0
280,959000,174,5.0,1,1,0,0,1,0,1,1,174.0,0,1,0,1,0,1,0,1620,31.0
281,1217000,61,2.0,1,2,0,0,0,0,0,0,61.0,0,1,1,0,1,1,1,5906,152.0
282,399000,60,2.0,1,1,1,0,1,1,0,1,60.0,0,1,0,1,0,1,0,1135,8.0
283,1378000,143,4.0,2,2,1,0,1,168,1,0,143.37,0,1,1,0,0,0,0,1762,1.0
284,419000,90,3.5,1,1,1,0,0,0,0,0,90.0,0,0,0,1,0,0,0,1578,56.0
285,379000,105,4.0,1,1,0,0,0,0,1,0,104.79,0,1,0,1,0,1,0,1873,51.0
286,1199900,148,4.0,2,3,0,0,0,0,1,1,147.55,0,1,1,1,0,0,0,4449,
287,759900,43,2.0,1,1,1,0,0,0,0,0,43.05,0,1,0,1,0,0,0,2415,
288,1245600,126,5.0,2,2,1,0,1,0,1,0,125.79,0,1,1,1,0,0,0,3546,-1.0
289,455600,77,4.0,1,1,0,0,0,0,0,1,76.85,1,0,0,0,0,0,0,4032,
290,695000,143,5.0,1,2,1,0,1,1,0,0,143.0,0,0,0,0,0,0,0,4597,
291,254000,39,1.0,1,1,0,0,0,0,0,0,39.34,0,1,1,0,1,0,0,1532,
292,449900,86,3.0,1,1,0,0,0,0,0,1,86.15,0,1,1,1,0,0,0,3104,60.0
293,1295000,238,6.0,2,2,0,2,2,0,0,1,238.48,1,1,0,1,0,0,0,2378,
294,238300,69,3.0,1,1,1,0,0,0,0,1,68.92,0,1,1,0,0,0,0,494,
295,380300,45,2.0,1,1,0,0,1,0,1,0,44.97,0,1,1,1,0,0,0,3546,-1.0
296,1490000,122,3.0,1,2,0,0,0,0,0,1,121.87,0,1,1,0,1,0,0,4342,
297,990000,132,4.0,2,3,0,0,0,0,0,1,132.18,1,0,1,1,0,1,0,4342,1.0
298,525000,103,3.0,2,1,0,0,0,0,0,1,103.0,1,0,1,1,0,0,0,3385,2.0
299,1100000,127,4.0,2,3,0,0,0,0,0,1,126.7,1,1,1,0,1,0,0,2457,121.0
300,830000,108,3.0,2,2,0,1,1,0,0,1,108.28,1,0,0,1,0,0,0,3343,91.0
301,469000,73,3.0,1,1,0,0,0,0,0,1,72.5,0,0,1,1,0,0,0,2279,
302,419900,100,4.0,1,2,1,0,0,0,0,1,99.63,0,1,1,0,0,0,0,505,
303,1510000,148,4.0,2,2,1,0,0,0,0,1,148.22,0,1,1,0,0,0,1,3253,3.0
304,5449000,347,5.0,3,5,0,2,2,0,0,1,347.0,0,1,1,0,1,1,1,2546,8.0
305,179000,30,1.0,1,1,0,0,0,0,0,0,30.0,0,0,0,0,1,1,0,2546,
306,689571,93,,1,1,0,0,0,0,0,1,92.75,0,1,1,0,1,0,0,3309,
307,269500,58,2.0,1,1,1,0,1,1,0,1,58.0,0,1,1,1,0,0,0,1288,1.0
308,223900,50,2.0,1,1,0,0,1,1,0,1,50.32,0,1,1,0,0,0,0,1250,3.0
309,1200000,95,3.0,1,1,0,0,0,0,0,0,95.0,0,1,0,1,0,1,0,1250,66.0
310,778000,63,2.0,1,1,1,0,0,0,0,1,62.7,0,1,1,1,0,0,0,2945,1.0
311,1350000,120,4.0,2,2,1,0,1,0,1,1,120.2,0,0,1,1,0,0,0,3976,
312,1289000,190,5.0,3,3,1,1,1,0,0,1,190.35,0,1,0,1,0,0,0,3976,22.0
313,830000,101,,1,1,0,0,0,0,0,1,100.83,0,0,1,1,0,0,0,1287,
314,208077,48,2.0,1,1,0,0,0,0,0,0,48.39,0,1,0,1,0,0,0,2043,23.0
315,425000,89,2.0,1,2,1,0,0,0,0,1,88.65,0,1,0,0,0,0,0,1507,
316,384900,96,4.0,1,2,1,0,0,0,0,1,95.87,0,1,1,0,0,0,0,1507,
317,849900,158,5.0,2,2,0,0,0,0,1,1,158.06,1,1,1,1,0,0,0,4651,
318,1660000,160,4.0,2,2,0,0,1,1,0,1,160.0,0,1,1,1,0,0,0,4608,5.0
319,337000,80,3.0,1,1,1,0,1,1,1,1,80.0,0,1,0,1,0,0,0,1780,7.0
320,520400,86,2.0,1,1,0,0,1,1,0,1,85.77,0,1,1,0,0,0,0,774,3.0
321,835000,115,4.0,1,1,1,0,1,1,0,0,115.15,1,1,0,1,0,1,0,774,31.0
322,1390000,194,5.0,2,2,0,0,1,1,1,1,193.69,1,1,0,1,0,0,1,3530,11.0
323,327900,67,3.0,1,1,0,0,0,0,0,0,66.55,0,1,1,0,1,0,0,3470,121.0
324,799300,47,2.0,1,1,1,0,1,0,0,1,47.08,0,1,1,1,0,0,0,2942,3.0
325,880000,113,4.0,2,2,0,0,0,0,0,0,113.0,0,1,1,0,1,0,0,5393,132.0
326,379000,74,3.5,1,1,1,0,0,0,0,0,73.5,0,1,0,1,0,1,0,1373,49.0
327,1660000,160,4.0,2,2,0,0,1,1,0,1,160.1,0,1,1,1,0,0,0,1373,3.0
328,7400000,343,,3,1,0,0,1,1,0,0,342.9,0,1,1,0,1,0,1,1632,
329,350000,66,2.0,1,1,0,0,0,0,0,1,65.55,0,1,0,1,0,0,0,2391,
330,833000,124,4.0,2,2,0,0,1,1,0,1,124.0,0,0,1,0,0,0,0,2391,0.0
331,2885000,118,3.0,2,3,0,0,1,1,0,0,117.79,0,1,1,0,1,0,1,991,
332,449000,82,3.0,1,1,0,1,1,0,0,1,82.0,0,1,0,0,0,0,0,2595,3.0
333,575000,79,3.0,1,1,0,0,1,0,0,1,79.08,0,1,1,1,0,0,0,1531,0.0
334,664000,42,1.0,1,1,1,0,0,0,0,0,41.61,0,1,0,1,0,0,0,2416,
335,751000,104,4.0,2,2,0,11,1,0,0,1,104.05,1,0,1,0,0,0,0,591,-1.0
336,295000,56,2.0,1,1,0,0,0,0,0,0,56.0,0,1,0,1,0,1,0,921,47.0
337,569000,75,3.0,1,2,1,0,1,1,0,0,74.95,0,1,1,1,0,0,0,2644,103.0
338,569900,95,3.0,1,2,0,0,0,0,1,1,94.85,0,1,1,1,0,0,0,4244,
339,268190,73,3.0,1,1,1,0,0,0,0,0,72.53,0,0,1,1,0,0,0,2868,3.0
340,640000,109,5.0,2,1,0,0,1,0,0,1,108.79,1,1,1,0,0,0,0,1132,2.0
341,429000,85,3.0,1,1,0,0,0,0,0,1,84.75,0,1,0,0,0,0,0,1546,
342,490000,77,4.0,1,1,0,0,0,0,0,0,76.77,0,0,0,0,1,0,0,2581,
343,660000,111,3.0,1,2,0,0,1,0,0,1,111.11,0,1,1,1,0,0,0,2534,1.0
344,599000,88,3.0,1,1,1,0,0,0,0,1,87.61,0,0,1,1,0,0,0,2715,0.0
345,390700,69,3.0,1,1,1,0,1,0,1,0,68.89,0,1,1,1,0,0,0,3546,-1.0
346,469000,95,4.0,1,1,1,0,1,0,1,0,95.0,0,1,0,1,0,1,0,1367,6.0
347,1150000,105,3.0,2,2,0,0,0,0,0,1,105.0,0,0,0,0,0,1,0,1735,16.0
348,436000,73,3.0,1,1,1,11,1,0,0,1,72.65,0,0,1,0,0,0,0,591,-1.0
349,192000,54,2.0,1,1,0,0,0,0,0,0,54.0,0,0,0,0,1,1,0,1087,121.0
350,478000,54,2.0,1,1,1,0,0,0,0,0,54.1,0,1,1,1,0,0,0,2218,1.0
351,348500,76,3.0,1,1,1,0,0,0,0,0,76.21,1,1,1,0,1,1,0,2218,108.0
352,695000,74,3.0,1,1,1,0,1,168,1,0,73.9,0,1,1,0,0,0,0,1762,1.0
353,550000,107,4.0,1,1,0,1,2,1,0,0,106.7,0,1,0,1,0,0,0,1881,22.0
354,239900,43,2.0,1,1,0,0,0,0,0,1,43.0,0,1,1,1,0,0,0,1710,1.0
355,759900,141,5.0,2,3,1,0,0,0,0,0,140.65,0,1,1,1,0,0,0,3082,
356,369000,60,2.0,1,1,0,0,0,0,0,0,59.55,0,1,0,0,1,0,0,2548,
357,490000,77,3.0,1,1,1,0,0,0,0,0,77.06,0,1,1,0,0,0,0,4716,
358,449000,75,3.0,1,2,0,0,0,0,0,0,75.2,0,1,0,1,0,0,0,3511,1.0
359,600000,102,3.0,1,1,0,1,1,1,0,1,102.18,1,1,0,1,0,1,0,2796,28.0
360,498000,103,3.5,1,2,0,0,0,0,0,1,103.47,0,1,1,1,0,1,0,2843,2.0
361,305000,50,2.0,1,1,0,0,0,0,0,0,50.0,0,1,0,0,1,0,0,738,
362,379000,80,3.0,1,1,0,0,0,0,0,0,80.34,0,0,1,0,1,0,1,738,
363,879000,114,4.0,2,2,0,0,0,0,0,0,114.0,0,1,1,0,1,0,0,2172,121.0
364,810000,106,3.5,2,2,1,1,1,1,0,1,106.2,0,1,0,1,0,1,0,2172,9.0
365,748400,103,3.0,1,1,0,0,1,1,0,1,103.16,0,1,1,0,0,0,0,843,3.0
366,260148,40,,1,1,1,0,0,0,0,0,40.31,0,1,1,1,0,0,0,2272,
367,1498000,176,4.0,2,3,0,0,1,1,1,1,175.76,0,0,1,1,0,0,0,2837,103.0
368,479100,87,2.0,1,1,0,1,1,1,0,1,87.0,0,1,1,1,0,0,0,4624,1.0
369,734900,45,2.0,1,1,1,0,0,0,0,0,45.13,0,1,0,1,0,0,0,2415,
370,1374000,70,2.5,1,2,0,0,0,0,0,0,70.0,0,1,1,0,1,1,1,5854,152.0
371,299100,80,3.0,1,1,1,0,0,0,0,1,80.06,0,1,1,0,0,0,0,596,
372,209000,45,2.0,1,1,0,0,0,0,0,0,45.33,0,1,0,0,0,0,0,1020,46.0
373,475000,75,2.0,1,1,0,0,0,0,0,0,75.0,0,1,1,0,1,1,0,1419,107.0
374,609000,104,5.0,2,1,1,11,1,0,1,1,104.32,0,0,1,0,0,0,0,591,-1.0
375,1490000,93,3.0,2,2,1,0,0,0,0,0,93.1,0,0,1,0,1,0,0,2407,249.0
376,307051,60,,1,1,0,0,0,0,0,0,60.41,0,1,1,0,1,0,0,2742,
377,689000,99,3.0,1,2,1,0,0,0,0,1,98.6,0,1,0,1,0,0,0,3511,1.0
378,1399000,156,5.0,2,2,0,0,0,0,0,1,155.53,1,1,1,1,0,0,0,3511,
379,369600,53,2.0,1,1,1,0,1,1,0,1,53.12,0,1,1,1,0,0,0,1896,-1.0
380,522503,80,4.0,1,1,1,0,1,0,0,1,79.77,0,1,1,1,0,0,0,1755,0.0
381,434900,102,4.0,1,2,1,0,0,0,0,1,101.73,0,1,1,0,0,0,0,666,
382,829500,111,3.0,1,2,0,0,0,0,0,1,110.59,0,1,1,1,0,0,0,2091,1.0
383,1830000,120,3.0,2,1,0,0,0,0,0,0,120.0,0,1,1,0,1,0,0,4083,
384,1280000,143,4.0,2,1,1,0,1,0,0,1,143.0,0,1,1,0,0,0,1,1606,1.0
385,456000,76,4.0,1,1,0,0,0,0,0,1,76.35,0,1,0,0,0,1,0,1845,5.0
386,269900,81,3.0,1,1,1,0,0,0,1,0,80.79,0,1,1,0,0,0,0,447,
387,1350000,129,3.0,1,2,1,0,0,0,0,1,128.5,0,1,1,0,1,0,0,4327,
388,598890,83,3.0,1,1,0,0,0,0,0,0,83.2,0,1,0,0,1,0,0,1174,121.0
389,472727,79,3.0,1,1,1,1,1,1,0,1,79.1,0,1,1,1,0,0,0,4663,1.0
390,275000,62,2.0,1,1,0,0,0,0,0,0,61.78,0,0,0,1,0,1,0,387,56.0
391,279000,42,2.0,1,1,1,0,0,0,0,0,42.0,0,1,0,1,0,0,0,3511,1.0
392,749000,120,4.0,2,1,0,0,1,1,0,1,120.0,0,0,1,1,0,0,0,4054,1.0
393,262800,46,2.0,1,1,0,0,0,0,0,0,46.28,0,1,0,0,0,0,0,1420,
394,669000,76,,1,1,0,0,0,0,0,1,76.0,1,1,0,0,1,0,0,2655,71.0
395,210000,62,3.0,2,1,0,0,0,0,0,0,61.88,0,1,0,1,0,0,0,2420,51.0
396,264900,69,3.0,1,1,1,0,0,0,0,1,68.92,0,1,1,0,0,0,0,434,
397,349000,55,2.0,1,1,1,0,0,0,0,0,54.74,0,0,0,0,1,0,0,1192,
398,510000,79,3.0,1,1,1,0,0,0,0,0,79.23,0,1,1,0,0,0,0,4722,
399,1299000,148,3.5,2,2,0,0,0,0,0,1,148.07,0,1,1,1,0,0,0,7541,1.0
400,365000,45,2.0,1,1,1,0,1,0,0,1,44.98,0,1,1,1,0,0,0,7541,-1.0
401,2980000,132,4.0,2,3,0,0,0,0,0,0,132.11,0,1,0,0,0,0,0,7541,
402,545000,82,3.0,1,1,0,0,0,0,0,0,82.42,0,1,1,0,1,1,0,1443,107.0
403,1595000,196,3.0,2,1,0,0,0,0,0,1,196.0,0,1,0,0,0,0,0,1443,
404,265000,78,3.0,1,1,0,0,0,0,0,0,78.0,0,0,0,0,0,0,0,564,109.0
405,220000,60,2.0,1,1,0,0,0,0,0,0,60.0,0,1,0,1,0,1,0,1981,
406,6500000,334,4.0,3,4,1,0,1,1,0,0,334.0,0,1,0,0,1,0,0,4047,149.0
407,769000,94,3.0,1,1,1,0,1,1,1,1,94.0,0,0,0,1,0,0,0,1520,25.0
408,226999,63,2.0,1,1,0,0,0,0,0,0,63.0,0,0,0,0,1,1,0,1004,101.0
409,534285,50,2.0,1,1,0,0,1,0,1,1,49.69,0,1,1,1,0,0,0,3206,4.0
410,739000,149,5.0,1,2,1,0,2,2,1,1,149.37,0,1,0,0,0,0,0,2775,23.0
411,315000,65,2.5,1,1,1,0,1,1,0,1,64.95,0,1,1,1,0,0,0,3554,3.0
412,7250000,288,5.0,3,3,0,0,1,1,1,1,288.0,0,1,1,0,1,0,1,970,
413,244900,73,2.0,1,1,1,0,0,0,1,0,73.23,0,1,1,0,0,0,0,970,
414,142927,30,,1,1,0,0,0,0,0,1,30.41,0,1,1,0,1,0,0,970,
415,684900,41,2.0,1,1,1,0,0,0,0,0,40.91,0,1,0,1,0,0,0,970,
416,999400,57,2.0,1,1,1,0,0,0,0,0,56.96,0,1,0,1,0,0,0,2416,
417,437000,80,3.0,1,1,0,0,1,0,0,1,80.0,0,1,1,1,0,0,0,2380,
418,680000,96,3.0,1,2,0,0,1,1,0,0,96.11,0,1,0,0,1,1,0,4586,121.0
419,1350000,233,8.0,3,4,1,0,0,0,0,1,232.55,1,0,1,0,1,0,0,2053,
420,235900,40,2.0,1,1,0,0,0,0,0,1,40.0,0,1,1,0,1,1,0,3011,
421,679900,149,4.0,2,2,1,0,0,0,1,1,149.29,0,1,1,1,0,0,0,4336,
422,260700,46,2.0,1,2,0,0,0,0,0,0,45.9,0,1,0,1,0,0,0,3529,1.0
423,271100,75,3.0,1,1,1,0,0,0,0,1,74.64,0,1,1,0,0,0,0,618,
424,185000,38,2.0,1,1,0,0,0,0,0,0,38.45,0,0,1,1,0,0,0,3041,2.0
425,374000,58,2.0,1,1,0,0,0,0,0,0,58.0,0,1,1,1,0,1,0,1333,46.0
426,323050,77,3.0,1,1,1,0,0,0,0,0,77.19,0,1,1,1,0,0,0,2885,3.0
427,649000,76,3.0,1,1,0,0,0,0,0,0,76.0,0,1,1,0,1,0,0,1916,133.0
428,300000,70,2.0,1,1,0,0,0,0,0,0,70.0,0,1,0,1,0,1,0,866,59.0
429,229000,41,2.0,1,1,0,0,0,0,0,0,40.76,0,0,1,0,1,1,0,2091,108.0
430,343500,67,3.0,1,1,0,0,0,0,1,1,67.1,0,0,0,0,0,0,0,3838,
431,499000,102,4.0,1,2,0,0,1,1,0,1,102.18,0,1,0,1,0,1,0,1307,14.0
432,690000,93,3.0,1,1,0,0,0,0,0,1,93.0,0,1,0,0,0,0,0,2443,121.0
433,299001,61,3.0,1,1,1,0,1,0,0,1,61.25,0,1,1,1,0,0,0,6260,
434,230000,42,2.0,1,1,0,0,0,0,0,0,41.82,0,0,0,0,1,1,0,3074,121.0
435,204900,43,1.0,1,1,0,0,0,0,0,0,43.1,0,0,1,1,0,1,0,4866,49.0
436,169000,34,1.0,1,1,0,0,0,0,0,1,34.15,0,1,1,0,1,0,0,6208,
437,211000,64,3.0,1,1,0,0,0,0,0,0,64.0,0,0,0,0,0,0,0,933,
438,87000,45,2.0,1,1,0,0,0,0,0,0,45.0,0,0,0,0,0,0,0,899,
439,1275000,139,4.0,1,2,0,1,1,0,0,1,138.64,0,1,1,0,1,0,1,5344,
440,262400,60,2.0,1,1,1,0,0,0,0,0,60.41,0,1,0,0,0,1,0,2636,50.0
441,445000,127,4.0,1,1,0,0,0,0,1,0,127.3,0,1,0,1,0,0,0,3592,57.0
442,178500,37,1.0,1,1,0,0,0,0,0,0,36.5,0,1,0,0,0,1,0,3592,23.0
443,419000,129,5.0,2,3,0,0,0,0,0,0,129.42,0,1,0,0,0,0,0,1522,
444,324000,56,2.0,1,1,0,0,1,1,1,1,56.0,0,0,0,0,0,0,0,1522,6.0
445,839000,98,3.0,1,2,1,0,1,1,0,1,97.51,1,1,1,1,0,1,0,5607,31.0
446,249000,54,3.0,1,1,0,0,0,0,0,0,54.24,0,1,0,1,0,0,0,1406,61.0
447,239000,63,3.0,1,1,0,0,0,0,0,0,62.5,0,0,0,1,0,0,0,1406,54.0
448,2490000,160,4.0,3,2,0,0,0,0,0,0,160.0,0,1,1,0,1,0,0,6086,211.0
449,205607,30,1.0,1,1,1,0,1,0,1,1,29.89,0,1,1,1,0,0,0,7400,
450,220000,30,1.0,1,1,1,0,1,0,1,1,29.89,0,1,1,1,0,0,0,7357,
451,220001,30,1.0,1,1,1,0,1,0,1,1,29.88,0,1,1,1,0,0,0,7560,
452,205607,30,1.0,1,1,1,0,1,0,1,1,29.89,0,1,1,1,0,0,0,7402,
453,375001,59,3.0,1,1,1,0,1,0,1,1,59.21,0,1,1,1,0,0,0,7661,
454,350467,59,3.0,1,1,1,0,1,0,1,1,59.2,0,1,1,1,0,0,0,7495,
455,350467,59,3.0,1,1,1,0,1,0,1,1,59.21,0,1,1,1,0,0,0,7372,
456,375000,59,3.0,1,1,1,0,1,0,1,1,59.2,0,1,1,1,0,0,0,7450,
457,238318,44,2.0,1,1,1,0,1,0,1,1,44.21,0,1,1,1,0,0,0,7446,
458,255000,44,2.0,1,1,1,0,1,0,1,1,44.21,0,1,1,1,0,0,0,7401,
459,255000,44,2.0,1,1,1,0,1,0,1,1,44.21,0,1,1,1,0,0,0,7398,
460,238318,44,2.0,1,1,1,0,1,0,1,1,44.21,0,1,1,1,0,0,0,7398,
461,266355,51,2.0,1,1,1,0,1,0,1,1,50.84,0,1,1,1,0,0,0,7416,
462,285000,51,2.0,1,1,1,0,1,0,1,1,50.84,0,1,1,1,0,0,0,7373,
463,285000,51,2.0,1,1,1,0,1,0,1,1,50.84,0,1,1,1,0,0,0,7369,
464,266355,51,2.0,1,1,1,0,1,0,1,1,50.84,0,1,1,1,0,0,0,7417,
465,344900,73,3.5,1,2,0,0,0,0,0,0,73.35,0,0,1,0,1,0,0,4520,
466,199000,43,2.0,1,1,0,0,0,0,0,0,42.9,0,0,1,0,1,0,0,4502,
467,299000,77,3.0,1,1,0,0,0,0,1,0,77.26,0,1,0,0,0,0,0,1770,
468,148900,33,1.0,1,1,0,0,0,0,0,0,33.3,0,0,1,0,1,0,0,4504,
469,284900,63,2.5,1,2,0,0,0,0,0,0,63.0,0,0,1,0,1,0,0,4524,
470,156900,31,1.0,1,1,0,0,0,0,0,0,31.1,0,0,1,0,1,0,0,4506,
471,1499999,150,5.5,2,2,0,0,1,1,0,1,150.0,1,0,1,1,0,0,0,3373,
472,169900,45,,1,1,0,0,0,0,0,0,45.0,0,0,0,1,0,1,0,4215,60.0
473,275000,90,2.0,1,1,1,0,1,1,1,0,90.48,0,0,0,1,0,1,0,3320,50.0
474,395000,101,4.5,1,1,0,0,0,0,0,0,101.0,0,0,0,0,0,0,0,1216,45.0
475,325000,67,2.0,1,1,0,0,0,0,0,0,67.49,0,0,0,0,0,0,0,1216,
476,258000,77,2.0,1,1,1,0,0,0,1,1,76.64,0,0,0,1,0,0,0,2532,
477,289001,58,2.0,1,1,1,0,1,1,1,1,58.25,0,1,1,1,0,0,0,5200,0.0
478,259901,52,2.0,1,1,1,0,1,1,1,1,52.2,0,1,1,1,0,0,0,5259,0.0
479,369001,64,3.0,1,1,0,0,1,1,0,1,64.43,0,1,1,1,0,0,0,5212,0.0
480,1200000,237,3.0,1,1,0,0,1,0,0,1,237.0,0,0,0,0,0,0,1,4644,101.0
481,335000,70,2.0,1,1,0,0,1,1,0,1,70.0,0,1,0,1,0,0,0,5417,
482,375000,79,3.0,1,1,0,0,0,0,1,1,78.71,0,1,0,1,0,0,0,2773,2.0
483,375000,79,3.0,1,1,0,0,0,0,1,1,78.71,0,1,0,1,0,0,0,2773,2.0
484,720000,103,3.0,1,1,0,0,0,0,1,1,102.65,0,1,0,0,0,0,0,2108,1.0
485,353000,79,3.0,1,1,0,0,0,0,1,1,78.71,0,1,0,1,0,0,0,2802,1.0
486,770000,116,3.0,2,1,0,0,0,0,1,1,115.89,0,1,0,0,1,0,0,2802,1.0
487,337000,67,3.0,1,1,1,0,0,0,1,1,66.51,0,1,0,1,0,0,0,2787,1.0
488,666000,102,3.0,1,2,0,0,0,0,1,1,102.27,0,1,0,0,1,0,0,2129,1.0
489,343000,73,3.0,1,1,0,1,2,1,1,1,73.02,0,1,0,1,0,0,0,2129,0.0
490,640000,109,5.0,2,2,1,0,0,0,1,1,108.79,1,1,0,1,0,0,0,4466,0.0
491,515000,104,4.0,2,1,1,1,2,1,0,1,104.33,0,1,0,1,0,0,0,4366,0.0
492,296000,67,3.0,1,1,1,0,1,1,0,1,66.89,0,1,0,1,0,0,0,4300,0.0
493,494000,104,4.0,2,1,1,0,1,1,0,1,104.08,0,1,0,1,0,0,0,4362,0.0
494,359000,68,2.5,1,1,0,0,0,0,0,0,67.93,0,1,0,0,1,0,0,4362,110.0
495,225000,35,2.0,1,1,0,0,0,0,0,0,35.21,1,0,1,1,0,1,0,2524,65.0
496,237200,48,2.0,1,1,1,0,0,0,0,0,47.7,0,1,1,1,0,0,0,2105,0.0
497,198000,37,2.0,1,1,1,0,0,0,0,0,36.7,0,1,1,1,0,0,0,2336,0.0
498,189000,34,2.0,1,1,1,0,0,0,0,0,33.7,0,1,1,1,0,0,0,2174,0.0
499,238500,49,2.0,1,1,1,0,0,0,0,0,48.7,0,1,1,1,0,0,0,1843,0.0
500,163960,33,1.0,1,1,1,0,0,0,0,1,33.4,1,0,0,0,1,0,0,1843,111.0
501,323400,51,2.0,1,1,1,0,0,0,1,1,51.39,0,1,1,1,0,0,0,7511,
502,323400,51,2.0,1,1,1,0,0,0,1,1,51.39,0,1,1,1,0,0,0,7511,
503,220000,45,2.0,1,1,0,0,0,0,0,0,45.13,0,1,0,1,0,1,0,6511,49.0
504,234001,47,2.0,1,1,0,0,0,0,0,0,47.0,0,1,0,1,0,1,0,6511,49.0
505,409000,56,2.0,1,1,1,0,0,0,0,1,56.18,0,1,1,0,0,0,0,2037,
506,739000,120,3.0,2,2,1,0,0,0,0,1,120.0,0,1,0,1,0,1,0,4194,10.0
507,406000,67,3.0,1,1,0,0,0,0,0,1,66.86,0,1,1,1,0,1,0,1793,2.0
508,479000,96,3.5,1,1,0,0,1,1,0,0,96.43,0,1,0,1,0,1,0,2533,47.0
509,281780,77,3.0,1,1,1,0,0,0,0,0,77.19,0,1,1,1,0,0,0,2868,3.0
510,549000,82,3.0,1,2,0,0,0,0,0,1,82.31,0,0,1,1,0,0,0,1735,1.0
511,1449000,458,,1,1,0,0,0,0,1,0,458.0,0,0,0,0,0,0,0,3016,
512,380000,88,3.0,1,1,0,0,0,0,0,0,88.0,0,0,0,0,1,0,0,1512,121.0
513,445000,74,3.0,1,1,0,0,0,0,0,1,73.5,0,0,0,0,1,1,0,1512,121.0
514,162500,30,,1,1,0,0,0,0,1,1,30.0,0,0,1,1,0,0,0,3823,
515,322500,56,2.0,1,1,1,0,1,0,0,1,55.8,0,1,1,1,0,0,0,3301,0.0
516,449000,85,3.5,1,1,0,0,0,0,0,0,85.0,0,0,0,0,1,0,0,3301,121.0
517,550000,99,4.0,1,1,1,0,0,0,0,0,99.0,0,0,0,0,0,0,0,3301,51.0
518,320000,90,4.0,1,1,0,0,0,0,0,0,90.0,0,1,0,0,0,0,0,1420,51.0
519,469000,141,9.0,3,2,0,0,0,0,0,0,141.41,0,0,0,0,1,1,0,1970,118.0
520,3162000,216,,3,3,0,0,1,1,0,0,215.73,0,1,1,0,1,1,1,3461,149.0
521,8500000,329,,4,5,0,0,1,1,0,1,328.52,0,1,1,1,0,1,1,4132,3.0
522,8600000,303,,3,4,1,0,1,1,1,1,303.28,0,1,1,1,0,1,1,4132,3.0
523,239100,54,2.0,1,1,1,0,1,1,1,1,54.37,0,1,1,1,0,0,0,5270,0.0
524,2400000,129,4.0,2,2,1,0,0,0,0,1,128.88,1,1,0,1,0,0,1,5270,6.0
525,379300,77,3.0,1,1,0,0,1,1,0,1,76.89,1,1,1,1,0,0,0,3316,1.0
526,197000,49,2.0,1,1,0,0,0,0,0,0,49.0,0,1,0,0,0,0,0,3316,53.0
527,349000,83,3.5,1,1,0,0,0,0,0,0,83.0,0,0,0,1,0,0,0,3316,60.0
528,188000,42,1.0,1,1,0,0,0,0,0,0,41.8,0,1,0,1,0,0,0,2820,55.0
529,254800,65,3.0,1,1,0,0,0,0,1,1,65.06,0,0,0,0,0,0,0,2034,-2.0
530,318400,60,3.0,1,1,0,0,0,0,1,1,60.39,1,0,0,0,0,0,0,2034,-2.0
531,569000,81,3.0,1,1,0,0,0,0,0,0,81.23,0,1,0,0,0,1,0,506,121.0
532,619900,155,,1,1,0,0,0,0,0,1,155.0,0,0,0,0,0,0,0,950,
533,749000,106,4.0,2,1,0,0,0,0,1,1,105.87,0,1,1,1,0,0,0,6273,
534,1000000,145,4.0,2,1,0,0,0,0,0,1,144.79,0,1,1,1,0,0,0,4744,0.0
535,830000,115,,1,1,0,0,0,0,0,1,115.0,0,0,0,0,0,0,0,1774,
536,269000,57,2.5,1,1,0,0,0,0,1,0,57.0,0,1,0,1,0,1,0,1026,39.0
537,638000,99,4.0,1,1,0,0,1,1,0,1,99.0,0,0,0,1,0,0,0,1026,21.0
538,770300,101,3.0,3,1,1,0,0,0,0,1,101.09,0,1,1,0,0,0,0,1644,1.0
539,595000,95,2.5,2,1,0,1,1,0,0,1,95.0,0,0,0,0,0,1,0,1758,
540,159000,46,2.0,1,11,0,0,0,0,0,0,45.57,0,1,0,1,0,0,0,1505,
541,790000,110,4.0,1,1,0,0,0,0,0,0,110.0,1,0,0,0,0,1,0,1002,27.0
542,1359000,138,2.0,2,3,0,0,0,0,0,1,138.04,1,1,1,1,0,0,0,2012,1.0
